Region Name,Territory,Distributor Code,RECORD TYPE,Distributor Name,PAN Number,GST Number,Address1,City,State,Pincode,Email Id,Contact Number,Contact Person,Distributor Status,Distributor CreatedOn,Distributor DeactivatedOn,ASM,RSEM,MIS,RSM,CE,O2C,SNF,MDM,DT Team,SALES DIRECTOR,SUPPLY
EAST,ASM-TT-Chennai,MWW000100,ONBOARDING,Dukaan,N/A,N/A,N/A,Delhi,N/A,N/A,shivam102030@gmail.com,8287859248,N/A,N/A,N/A,N/A,resmchennai,rsmsouth,asmsouth,DT-Coimbature,mdm,rsem-coimbature,mis,cesouth,snf,,
EAST,ASM-TT-Chennai,MWW000101,ONBOARDING,abhishek,N/A,N/A,N/A,delhi,N/A,N/A,rajeev0001@example.com,8287859248,N/A,N/A,N/A,N/A,resmchennai,rsmsouth,asmsouth,DT-Coimbature,mdm,rsem-coimbature,mis,cesouth,snf,SUPPLY,
EAST,ASM-TT-Chennai,MWW000102,ONBOARDING,abhishek,N/A,N/A,N/A,Delhi,N/A,N/A,kakakiid1234@gmail.com,2323232323,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
EAST,ASM-TT-Chennai,MWN000103,ONBOARDING,Dukaan,N/A,N/A,N/A,Central Delhie121,N/A,N/A,abhisharma05052002@gmail.com,8287859248,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
EAST,ASM-TT-Chennai,MWN000104,ONBOARDING,Dukaan,N/A,N/A,N/A,Amauli,N/A,N/A,abc1121@gmail.com,8287859248,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
EAST,ASM-TT-Chennai,MWN000105,ONBOARDING,xyz,N/A,N/A,N/A,delhi1,N/A,N/A,shivam123@gmail.com,8287859248,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
WEST,ASM-TT-Coimbature,N/A,Offboarding,testing001,23,23,32,delhi,d,232,sacs@sacs.com,3434343434,N/A,23,2,32,resmchennai,rsmchennai,N/A,DT-Coimbature,N/A,N/A,N/A,N/A,snf,N/A,sales
WEST,ASM-TT-Coimbature,N/A,Offboarding,tes,32fgte,23245dfd,delhi,delhi,N/A,N/A,testsac2@gmail.com,8287859248,values,N/A,N/A,N/A,resmchennai,rsmchennai,N/A,DT-Coimbature,N/A,N/A,N/A,N/A,snf,N/A,N/A
WEST,ASM-TT-Coimbature,N/A,Offboarding,w,23,23,32,d,d,232,sac@sac.com,3434343434,Abhishek,23,2,32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WEST,ASM-TT-Coimbature,MWW000050,Offboarding,kirana,N/A,N/A,N/A,delhi,N/A,N/A,kirana123@gmail.com,2345678909,N/A,N/A,N/A,N/A,resmchennai,rsmsouth,N/A,DT-Coimbature,N/A,N/A,N/A,N/A,snf,N/A,sales
WEST,ASM-TT-Coimbature,MWW000095,Offboarding,Dukaan,N/A,N/A,N/A,delhi,N/A,N/A,dukaandar123@gmail.com,8287859248,Abhishek,N/A,N/A,N/A,resmchennai,rsmsouth,N/A,DT-Coimbature,N/A,N/A,N/A,N/A,snf,N/A,N/A
WEST,ASM-TT-Coimbature,MWW000094,Offboarding,Dukaan ,N/A,N/A,N/A,delhi,N/A,N/A,dukaandar123@gmail.com,8287859248,N/A,N/A,N/A,N/A,resmchennai,rsmsouth,N/A,DT-Coimbature,N/A,N/A,N/A,N/A,snf,N/A,N/A
WEST,ASM-TT-Coimbature,MWW000072,Offboarding,Testing0005,N/A,N/A,N/A,delhi,N/A,N/A,Testing0005@gmail.com,8287859248,N/A,N/A,N/A,N/A,resmchennai,rsmsouth,N/A,DT-Coimbature,N/A,N/A,N/A,N/A,snf,N/A,sales
WEST,ASM-TT-Coimbature,MWN000084,Offboarding,testing00066,N/A,N/A,N/A,delhi,N/A,N/A,testing00066@gmail.com,8287859248,N/A,N/A,N/A,N/A,RSEMName1,RSMName1,N/A,testing111,N/A,N/A,N/A,N/A,SNFName1,N/A,sales
WEST,ASM-TT-Coimbature,MWN000027,Offboarding,Firm's Name 1,N/A,N/A,N/A,Jagdishpur,N/A,N/A,EmailID@gmail.com,7867898766,N/A,N/A,N/A,N/A,RSEMName1,RSMName1,N/A,DTTeamNorthUAT2a,N/A,N/A,N/A,N/A,SNFNorthUAT2,N/A,sales
